"フィーチャID","形状(WKT)","施設名称","所在地","診療科目","開設者分類","病床数","救急告示病院","災害拠点病院","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"8760","POINT(137.4399271 34.80215646)","飯田歯科医院","豊橋市石巻本町字市場６５－６４","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8761","POINT(136.8295143 34.916234)","飯嶋歯科医院","常滑市蒲池町6-116","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8762","POINT(137.0062072 35.1096231)","飯野歯科","名古屋市天白区平針南３丁目401番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8775","POINT(137.36092998932 34.7524674650033)","尾崎歯科","豊橋市東脇二丁目８－６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8780","POINT(137.0338661 35.2077832)","尾張旭歯科クリニック","尾張旭市西の野町3-104-1","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8782","POINT(136.7929358 35.18444991)","尾張矯正歯科","あま市篠田塚田１４","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8785","POINT(136.8946035554 35.1439801466065)","尾頭橋歯科","名古屋市中川区尾頭橋１－１－３５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8786","POINT(136.8309212 34.95341146)","尾之内歯科医院","知多市新舞子字南西田25-1","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8787","POINT(137.0564273 34.86887111)","尾澤歯科医院","西尾市伊文町６６","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8790","POINT(137.1827658 34.92565864)","美合歯科クリニック","岡崎市美合町入込８８－６","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8792","POINT(136.9553476 35.2308096)","美穂デンタルクリニック","春日井市勝川町7-35　LIPRO勝川1階北","歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8800","POINT(137.385394844064 34.7624997702815)","疋田歯科医院","豊橋市駅前大通一丁目６７","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8803","POINT(136.717602 35.11140734)","彦坂歯科医院","弥富市五明町築留１９２９－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8804","POINT(137.388898071787 34.7633401413966)","彦坂歯科医院","豊橋市駅前大通三丁目３７","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8806","POINT(136.8785514 35.25323351)","菱川歯科","北名古屋市鹿田廻間７２","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8807","POINT(136.806604366667 35.3389577616667)","菱川歯科医院","一宮市高田字宮廻１８","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8808","POINT(137.0271191 35.14198568)","菱田デンタルクリニック","日進市香久山5-1801 ＭＩＯ香久山2階","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8816","POINT(136.9320161 35.22639214)","浜中歯科","春日井市中新町1-10-13","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8818","POINT(137.1704731 34.85870326)","不破歯科医院","額田郡幸田町芦谷字北屋敷２１－１","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8819","POINT(136.872031845557 35.2784817781507)","夫馬歯科クリニック","岩倉市栄町2-31","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8820","POINT(136.8717535 35.31922526)","夫馬歯科医院","江南市布袋町東357","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8824","POINT(137.5026931 34.86529948)","富岡歯科診療所","新城市富岡字箕打平２","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8827","POINT(136.7671259 35.1234621)","富吉歯科クリニック","海部郡蟹江町富吉１－７１８","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8828","POINT(137.0234249 34.85376908)","富山歯科医院","西尾市富山町東郷１９－２・１９－３合併地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8830","POINT(136.8759299 35.22060004)","富士歯科","名古屋市西区中小田井５丁目４７５番地","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8831","POINT(136.997141008203 35.125762580367)","富士美歯科医院","名古屋市天白区原一丁目405番地","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8834","POINT(136.9415734 35.15595378)","富田まひと歯科","名古屋市昭和区川名町２－２","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8838","POINT(136.852618382757 35.3433156183686)","富田歯科医院","江南市松竹町上野３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8839","POINT(136.720030344945 35.2564712731642)","富田歯科医院","稲沢市祖父江町祖父江居中１４８","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8840","POINT(136.888405487669 35.1229343989325)","富田歯科診療所","名古屋市熱田区六番２－２－１６","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8845","POINT(137.3749837 34.81630751)","冨安歯科","豊川市南大通４丁目16番地","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8846","POINT(137.009209 34.98823893)","冨安歯科医院","刈谷市若松町４－２１－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8847","POINT(137.0633149 35.22050239)","冨永歯科医院","瀬戸市田端町2-12-1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8848","POINT(136.869518231182 34.7399631001325)","冨歯科医院　歯周病・こども矯正クリニック","南知多町内海字亥新田100","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8849","POINT(136.913451893482 35.1744283079594)","冨田歯科","名古屋市東区泉一丁目２０－２１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8850","POINT(136.8639182 35.17362522)","冨田歯科医院","名古屋市中村区鳥居通３－１３","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8856","POINT(136.863205378901 35.2048888875419)","普山田歯科医院","清須市西枇杷島町地領一丁目１１－６","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8858","POINT(137.0218978 35.29179905)","武山歯科医院","春日井市坂下町4-266","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8860","POINT(136.939604 35.16163952)","武田歯科医院","名古屋市千種区春岡通５－２","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
